dependency,restimulus,num_obs_train,num_subj_train,num_subj_rerep_train,num_obs_test,num_subj_test,num_subj_rerep_test,num_coeffs_glm,wmae_glm_train,wwmape_glm_train,wmae_glm_test,wwmape_glm_test,num_coeffs_lme,subj_intercept_mean,subj_intercept_var,rand_eff_var,rand_eff_ICC,x_joint_poly_stand_est,x_joint_poly_stand_t_val,y_joint_scale,y_joint_center,x_joint_poly_scale,x_joint_poly_center,wmae_lme_train,wwmape_lme_train,wmae_lme_test,wwmape_lme_test,x_joint_scaled_stand_est,x_joint_scaled_stand_t_val,x_joint_scaled_scale,x_joint_scaled_center,x_joint_exp_stand_est,x_joint_exp:x_joint_weight_exp_stand_est,x_joint_exp_stand_t_val,x_joint_exp:x_joint_weight_exp_stand_t_val,x_joint_exp_scale,x_joint_exp:x_joint_weight_exp_scale,x_joint_exp_center,x_joint_exp:x_joint_weight_exp_center,x_joint_poly:x_joint_height_exp_stand_est,x_joint_poly:x_joint_height_exp_stand_t_val,x_joint_poly:x_joint_height_exp_scale,x_joint_poly:x_joint_height_exp_center,x_joint_poly:x_joint_weight_exp_stand_est,x_joint_poly:x_joint_weight_exp_stand_t_val,x_joint_poly:x_joint_weight_exp_scale,x_joint_poly:x_joint_weight_exp_center,x_joint_exp:x_joint_height_exp_stand_est,x_joint_exp:x_joint_height_exp_stand_t_val,x_joint_exp:x_joint_height_exp_scale,x_joint_exp:x_joint_height_exp_center,x_joint_height_stand_est,x_joint_height_stand_t_val,x_joint_height_scale,x_joint_height_center,x_joint_scaled:x_joint_height_exp_stand_est,x_joint_scaled:x_joint_height_exp_stand_t_val,x_joint_scaled:x_joint_height_exp_scale,x_joint_scaled:x_joint_height_exp_center,x_joint_weight_stand_est,x_joint_weight_stand_t_val,x_joint_weight_scale,x_joint_weight_center,x_joint_scaled:x_joint_height_poly_stand_est,x_joint_scaled:x_joint_height_poly_stand_t_val,x_joint_scaled:x_joint_height_poly_scale,x_joint_scaled:x_joint_height_poly_center,x_joint_scaled:x_joint_weight_poly_stand_est,x_joint_scaled:x_joint_weight_poly_stand_t_val,x_joint_scaled:x_joint_weight_poly_scale,x_joint_scaled:x_joint_weight_poly_center,x_joint_scaled:x_joint_poly_stand_est,x_joint_scaled:x_joint_poly_stand_t_val,x_joint_scaled:x_joint_poly_scale,x_joint_scaled:x_joint_poly_center,x_joint_weight_exp:x_joint_weight_poly_stand_est,x_joint_weight_exp:x_joint_weight_poly_stand_t_val,x_joint_weight_exp:x_joint_weight_poly_scale,x_joint_weight_exp:x_joint_weight_poly_center,x_joint_weight_exp_stand_est,x_joint_weight_exp_stand_t_val,x_joint_weight_exp_scale,x_joint_weight_exp_center,x_joint_height:x_joint_weight_exp_stand_est,x_joint_height:x_joint_weight_exp_stand_t_val,x_joint_height:x_joint_weight_exp_scale,x_joint_height:x_joint_weight_exp_center,x_joint_weight_exp:x_joint_poly_stand_est,x_joint_weight_exp:x_joint_poly_stand_t_val,x_joint_weight_exp:x_joint_poly_scale,x_joint_weight_exp:x_joint_poly_center
,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC1_f - MCP1,1,574039,40,144,134585,30,36,5,9.004249923860208,0.8248498644184887,10.211030716674207,0.8300696063579475,2,0.10862945994288911,0.6105248573188953,0.6070948036585141,0.6158270061756708,-0.5842281519471701,-513.385741923298,12.319403799418044,-5.765876834873901,629.6316278239477,781.013084691979,5.90098513841459,0.5405699344771274,7.798431658932177,0.6339459038908425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP1 - IP1,3,345724,24,65,69559,15,16,9,8.46131147145848,0.6373527964522364,8.243788695256663,0.6260795615266724,2,-0.15010739306118526,0.6689798755678205,0.6636547252914856,0.6094922058863691,NA,NA,12.55029645416727,11.180066377583822,NA,NA,6.456299994159266,0.486324238256965,6.477563656442853,0.4919425234807752,1.0107621257631774,649.5737863401215,11.588589623745486,0.027279669258765703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP1 - IP1,11,506326,35,110,136742,27,27,4,15.095074105284349,0.5355172741652832,15.297421783552766,0.5403962936929255,2,-0.23217254225039133,0.5752439348327036,0.6127515681156571,0.5968525356514074,NA,NA,20.567291997780014,29.37623409028568,NA,NA,10.715490690075994,0.38014588902774193,11.76278223736274,0.4155317160321846,-0.829201056620882,-687.8278665370332,11.780811517991696,-7.679995470157264,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC1_f - IP1,5,493958,43,152,120204,35,38,6,17.578409949866483,0.5964442867503118,19.670445743626733,0.6570408647323275,4,-0.1278638356269015,1.055862893451638,1.0480521904315492,0.6554707512056206,NA,NA,21.82884315610824,29.05568937851754,NA,NA,13.030941006340289,0.44214637935845025,78.07885651220859,2.608024244530122,0.802868897189152,539.2630140807341,13.250369835680736,25.060261658161572,-0.5634958369825693,-4.146834174459242,-39.50344642928108,-42.4033971262589,32271865292169504e4,65953112172155145e46,5316903914467655e4,4765671617938017e45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CMC1_f - IP1,10,565455,49,157,159670,35,39,5,15.164535663988286,0.5033375560716329,15.396338633415388,0.540791181686692,2,0.013660448471071151,0.7301181320439586,0.7154800543482469,0.5791577894848322,NA,NA,20.182138750100002,28.811716476538308,NA,NA,11.61539094538865,0.3855352132642136,11.507229207154952,0.4041875298436772,0.8906832793474658,661.787259030451,13.227906978640089,22.908682216827263,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - PIP2,1,658080,40,144,174079,35,36,9,13.972406121919668,0.3199338755949372,14.896822411404548,0.33698329084293155,2,0.18076255287458826,0.46027101574704493,0.48151003809646087,0.538526734476396,NA,NA,20.791134676260363,42.45967311121727,NA,NA,10.823804822276221,0.2478386181490575,12.15361743524673,0.274928832865728,0.8086178549240944,793.8270163293978,15.945256255197188,18.159599928753504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - PIP2,2,743558,58,220,201012,50,54,10,12.492532804814484,0.18410495766127874,12.27044433616602,0.17866564175869162,2,0.10113212124713196,0.22659850317748467,0.23294121118409175,0.49503726403399356,0.7511938542394112,1258.0494844969687,28.112501771399145,63.076097940340034,1729.384777109151,1969.0520435840706,11.161133246259865,0.16448385574482208,11.19020712975859,0.1629366861930365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - PIP2,3,624491,48,175,152863,40,43,8,11.866913315634012,0.16998007239707907,12.736420971727918,0.18682371820694643,2,0.08316785258169783,0.2922095383155507,0.2930604410120539,0.5605845582833437,NA,NA,22.656071630682675,68.14194212797547,NA,NA,8.342179380582365,0.11949225694542383,8.776975780722696,0.12874474341000602,0.8691611490787392,1238.8571904031464,18.42389001273916,44.70148993320756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - PIP2,4,265641,40,105,69408,26,26,7,12.957512560319858,0.4946455258354848,14.619994451079574,0.5564060142109212,2,0.049904430892757964,0.28727209830304334,0.28264044629001855,0.49580529352203834,NA,NA,26.259611293621678,27.179911503331105,NA,NA,11.040914393325815,0.4214805025553768,13.66603568427251,0.5201003646474572,0.9424809066068767,791.4917418740108,17.13732626968644,17.425819462680806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - PIP2,5,489909,37,124,111786,29,30,14,14.19038232929905,0.2762685381126418,14.012344807058914,0.27263792478827364,2,0.09318892379059955,0.6624727572601243,0.653245112818364,0.6347414513627281,NA,NA,20.146328193683882,51.44586402116257,NA,NA,9.815597949351712,0.19109709895341428,10.577030480601309,0.20579707967225822,1.229649701246657,886.4739726277905,18.86460354157585,23.909188599753744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - PIP2,10,467686,34,108,107606,26,27,5,12.047180828628818,0.24205769321858936,12.64545909920174,0.256910852894725,3,0.2006221772932742,1.0139995149636751,1.024449411754839,0.7600554326886728,-0.3974189948708317,-127.98937400473115,16.2543605908144,47.88255685045488,1300.8764343322564,1479.771045618127,7.044186648185305,0.14153515207549122,7.301664450969248,0.1483439096147976,1.2055518501246885,367.0536985027804,17.421645056768934,34.29661758983077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MCP2_f - PIP2,17,662023,31,101,149009,23,25,9,9.835833688210625,0.1673313762301489,10.800459179950264,0.1882669357858031,3,0.15158277032508125,0.6279422535905421,0.6307170017301893,0.7435887564251072,-0.6649456823977404,-192.7462970618053,18.24951499852089,53.888824997113645,1471.836178146233,2354.0524710773293,6.526551234346037,0.11103245893519964,8.179972630054825,0.14258823224210831,1.4975840954993265,423.26372119398155,15.320697819466732,46.03617103927357,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,1,407046,37,120,135750,28,29,8,11.454275654934587,0.5877345207902387,11.033642103035461,0.5866737383407755,3,-0.391189917003696,0.5636884586423865,0.7015332916065812,0.736975177668041,0.4574018855277993,151.19828263706978,20.395537322474087,20.996996438515545,2053.726188541688,2331.8933083141956,8.001553439671714,0.41057063040183983,7.508315498580457,0.3992273340987145,0.3333826613921409,115.75893812497311,21.073938831720202,43.44863060545599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,2,548476,51,162,120060,38,40,9,12.79462612854402,0.4000224772896413,14.44051061885603,0.43978029976516225,2,-0.04314767817816728,0.49259599404231713,0.48482161407845303,0.7761686645518037,1.0983890823324411,1796.8798853039368,27.10588345516221,27.988242217869402,3537.6128160450135,4984.59924662701,8.124509679730584,0.2540118371727158,8.774703849547299,0.26723029338488435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,3,524948,46,153,151089,38,38,4,14.178486914374949,0.4775525315661395,13.88835894444603,0.48024107153191153,3,-2.118443885627281e-4,0.6122340997929739,0.5989592750579673,0.8026806392920317,1.4592190777908915,356.6784359181283,24.81909753190003,26.955470347311124,3083.336872615532,5402.9624179656685,7.383441127143796,0.24868528096338915,8.185979682639456,0.2830603435621411,-0.3733048336871149,-91.80461842791725,22.6094540024854,69.94123234160186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,5,517316,33,116,120657,25,28,5,11.995080429378236,0.5693582800858197,12.020109402418399,0.5491568945826885,2,-0.146447887904763,0.6780652766911627,0.6789605908876617,0.6557232564364782,0.8820033276057294,972.6788144603465,18.80468022438626,18.288315951594285,1815.1172956611745,2719.0558259364243,8.466826538576237,0.40188624196149886,9.56448136631304,0.43696781032306536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,6,483448,29,90,121566,22,22,5,11.191726619778045,0.6239193716713394,11.498751348750186,0.6106616514769733,2,-0.42093506499994665,0.6957373100715765,0.8489870233837437,0.7781079211433543,NA,NA,18.158943934518017,18.13648364138806,NA,NA,6.818195870709173,0.3801026086598025,8.20966241114794,0.4359887307768366,1.0340227692006223,1069.3037993038906,20.419209029845078,52.15927557297026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,8,548266,46,166,134505,39,41,11,11.606921119066955,0.35380537497055203,12.622648324796108,0.37258036312958526,2,-0.09213518992926367,0.35262089269369945,0.35346096376574376,0.7412946732372088,1.0424956895120963,1866.2099344081555,28.06098847106706,30.091611621908182,3842.745671058566,5217.901745888628,7.732722055008413,0.2357109691838104,8.842789888347482,0.2610109846130367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,9,226088,18,55,59269,13,13,8,7.304586532557134,0.6729627946732606,7.261346039875491,0.6984155843922216,3,-0.28452362091666267,0.6985137717773062,0.7407151019453592,0.6463937092153675,0.4219696692809322,68.14653768864585,11.911459187168843,8.170050252915035,1961.3885534862377,2410.1679929152065,5.646966594215481,0.5202482582322767,7.714566877638129,0.7420075705785943,0.6390313827483644,94.68831937037616,18.810569541469185,45.34679736744521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,10,512931,32,117,150522,27,29,6,11.226738643733047,0.5175359330949075,11.244343445236886,0.5472163362625337,4,-0.27734834034841244,0.964453398074451,1.0113162072110646,0.8040892683515473,0.6930687625276543,181.97351886514465,18.410410018579647,20.316796077983668,1731.727551624802,2543.3709079944183,7.081414614546434,0.3264426683894529,7.843812777591174,0.38172637747923793,0.430367600432751,116.72866369697351,16.998098752796686,47.48090258290365,NA,NA,NA,NA,NA,NA,NA,NA,0.4015586303172082,213.9023082196688,1856436411201505e70,521585803811957e70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,11,558440,37,133,127927,32,33,4,12.7539856130537,0.6469575939310743,12.143027642844439,0.6287706721666071,2,-0.3237859992765778,0.6060652597903884,0.6945460780255536,0.7325912905588207,NA,NA,19.644532084608514,20.543290920222205,NA,NA,7.81567876511025,0.39645745904234675,8.48780676870592,0.43950192029122004,0.7976981834846613,881.8189086029256,19.267604835204036,41.77962824914333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,12,231664,25,65,70418,15,16,9,7.966146956625982,0.5427684856394606,7.4695941314404335,0.5713934457761922,4,-0.40212024245683453,0.9469546743859455,1.0708147162914503,0.8490522617371238,1.0846773124491296,167.51068478613246,14.460267752681554,15.815193899933528,2422.3576581391767,2563.4441130266355,4.558768940957703,0.3106088963630944,6.42522368185657,0.49150337151596224,0.3909712767021607,69.6025068719991,22.199008779017227,45.50439813311652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6076047847224783,140.25164384992752,23438950519848818e32,9115447516210306e32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,13,284793,19,57,71289,13,14,6,9.62449759889387,0.5895652672015873,12.173966919903641,0.701593189390097,4,-0.4443055488926658,0.7878766178961044,0.9438213860914272,0.846165085119717,0.5819741252334487,139.69291145694194,17.623042079178266,17.55629979660419,2249.341917314056,1737.2086114216597,5.760940926067797,0.35289641267093985,8.36023880935078,0.4818056964427587,0.5062942236573268,128.1884995281378,21.82948915652945,35.506107753808635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5773831827537431,275.1262262509711,26984722543281774e32,8405862684093585e32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,14,432519,27,81,94750,20,20,8,8.354252237913856,0.6053896911888057,11.20924545373672,0.7583868659621058,2,-0.39921602933177536,0.5668656667769595,0.7052463974533172,0.6983711467088118,NA,NA,16.193135348018707,15.162090598848724,NA,NA,6.251097162779831,0.4529848600682773,9.375192175474997,0.6342998412422789,0.7873537122420368,586.9700260408164,17.801496318140227,52.31069910090572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,15,327859,25,65,96309,16,16,5,12.338559982505151,0.6281954280984633,14.887022082219062,0.6794181741942894,2,-0.712895363586834,1.2013485145917555,1.6614811209339744,0.8636148178191556,NA,NA,18.383450240812145,20.691465407695386,NA,NA,6.9671665392032605,0.3547206621302539,11.079352468155552,0.5056426586590504,0.9774478228853389,703.5132138735203,16.233776442895444,48.448118824470626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,16,205321,17,48,35186,11,12,8,7.006697078771268,0.6907253262004456,7.033657126200875,0.7618731739611586,6,-0.6889785772694106,1.4882071333499092,1.8753447393337894,0.8849623567644554,0.5907945355045491,119.14117013631301,10.563380224538538,11.57802468212765,1354.037337256327,1784.9318554335248,3.8647923752607403,0.3809940609801714,11.72033920269642,1.2695262035160941,0.578780035320599,112.53185059258053,16.172470463744354,39.03055634225555,7.515718996347959,NA,27.601790197067974,NA,43336144511739204e25,NA,38883371759630924e23,NA,0.5971508895541301,141.91038535050026,133907805907033e71,54353088678717135e68,NA,NA,NA,NA,16.120222922170854,27.568817999213252,2571980901846633e105,32944060134573066e102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,17,446959,26,73,114447,18,18,6,8.328129917822306,0.3979746451860513,8.855029398898301,0.3725355716272827,4,0.055935521124523394,1.0330436039323536,1.0363132594208397,0.9112567783209834,1.3389732868758488,1538.1218592891225,19.387173098982625,18.621128785963084,2614.0040465728944,3669.7803138744853,4.562604380159145,0.2180322446017949,6.823461917644365,0.28706649876090745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6244645239140911,419.3361910670893,20081764862956602e67,6359452715039415e67,NA,NA,NA,NA,NA,NA,NA,NA,0.7163425150605125,3.913621856928379,6.518722749995809,175.1591868605398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,18,189942,22,57,52211,12,14,5,7.93460978660537,0.6055800566553637,14.517507571849062,1.0272029832622542,4,-0.3518471057790122,1.0884112810806288,1.1627534919263454,0.9107138062641847,1.7568928015307779,414.6064748894627,14.98828374520035,11.935800613444144,2298.6391870120024,2750.7241971969456,3.915558115346041,0.2988406448583627,17.672473360635465,1.250436224525787,-0.41854152778437614,-101.5743809006765,21.7977124198093,47.70310715207241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6363280979797397,319.796837776952,2194378812073255e67,98853870010428e68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,19,215834,21,53,63847,13,13,4,5.604505772343937,0.7423094025653453,5.176507116802412,0.7819776806826154,3,-0.5947273862783383,1.3416658970575686,1.631547896206372,0.8106095276899553,0.6474344132136896,95.18155513423477,7.801021097685259,6.418481663815485,2107.2537323380507,2955.3905447147026,3.625542766256943,0.4801983607681693,2.7631182151014304,0.4174043857263335,0.6325936187689252,84.15784397682617,20.72733560722131,50.25704024176969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,20,474022,31,101,84763,25,25,5,13.85565956490124,0.4789902939867008,14.929532405536893,0.5054383510774949,2,-0.2672276106041761,0.40960469689671225,0.4678276897310357,0.7269617856555287,0.9821609296092828,1359.1906640237135,28.527910831687603,29.52370326399784,2925.5880945578074,3133.1782288183413,9.330729953288218,0.32256343066898197,10.716882727401192,0.36281936950816035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
PIP2 - DIP2,21,377888,33,114,106519,26,28,4,10.287317444497763,0.7201584818511376,11.698951300086621,0.8027820115469474,2,-0.13107606498094632,1.029621133509606,1.0157816151984405,0.5148534819209889,NA,NA,11.189614426152906,12.34738923248413,NA,NA,7.746119357892847,0.5422631883496005,9.969676992411681,0.6841192124957653,1.0060202559792988,510.00787581495405,19.779004981850214,47.86644347610122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
